Preprocessing
kej 49-50 done
kej 47-48 done
kejadian 47-48 done
kejadian 47 - 48 selesai
kej 45-48 selesai
kej 47 - 48 selesai
kej 47-48 done
kej 47-48 done
kej 49-50 done
kejadian 49-50 selesai
kej 49-50 done 
kej 49-50 selesai
kej 49-50 done
kej 49-50 done
kej 49- 50 selesai 
kej 45-46 
kej 49-50 done
kej 49-50 done
kej 49-50 done
kej 43-46 done
kej 49 - 50 done
kej 49-50 done
kej 49-50 done
kej 49-50 done
kej 45-46
kej 49-50 done
kej 49-50 done
kej 47-48 
kej 49-50 done
kejadian 49-50 done
kejadian 49-50 done
kej 49-50 done
kej 47-50 done
kej 49 - 50 done
kej 41-50 done
kej 49-50 done
kej 49-50 
kej 49-50 done
kej 49-50 
kej 49-50 done
kejadian 49-50 done
kej 49-50 done
kej 49-50 selesai
kel 1-2 done
kej 49-50 done
kel 1-2 done
kej 49-50 done
kel 1-2 done
kel 1- 2 selesai
kel 1-2 done
kel 1-2 done
kel 1-2 done
kel 1-2 done
kel 1-2 done
kel 1-2 done
kel 1-2 done
kel 1-2 done
kel 1-2 done
keluaran 1-2 selesai
kel 1 - 2 done
kel 1-2 
kel 1 - 2 done
kel 1-2 done
kel 1 - 2 done
kej 49-50  kel 1-2 done
kel 1-2 done
kejadian 49-50 done
kejadian 49 - 50 selesai
kej 49 - 50 done
keluaran 1 - 2 selesai
kejadian 1-2 done
kel 1-2 done
kej 49-50
kel 1 - 2 done
kel 1-2 selesai
kel 1-2
kel 1-2 done
kej kel 2 done
kel 1-2 done
kel 3-4 done
kel 3-4 done
kej 49- kel 1
kel 3- 4 selesai 
kel 1-4 
kel 3-4 done
kel 3-4 done
kel 3-4 done
kel 3-4 done
kel 3-4 done
kel 3-4 done
kel 3-4 done
kel 3-4 done
keluaran 3-4 selesai
kel 3-4 done
kel 3-4 done
kel 3-4 selesai
kel 1-2 
kej 47- kel 2 done
kel 3-4 done
kel 3-4 done
kel 3-4 done
kel 3 - 4 done
kel 3-4 
kej 45 - 46 
keluaran 3-4 done
kel 3-4 done
keluaran 3-4 done
kel 3-4 done
kel 2-4 
kel 3-4 done
kel 1-4 done
kel 3 - 4 done
kel 1-4 done
keluaran 5-6 done
kel 5-6 done
keluaran 5-6 done
kel 5-6 selesai
keluaran 5-6 done
kel 5 - 6 done
kej 49-50 done
kel 5-6 done
kel 5-6 done
kel 5-6 done
kel 3-6 selesai
kej kel 2 done
kel 1-4 done
keluaran 3 - 4 selesai
keluaran 5 - 6 selesai
kel 5-6 done
kel 5-6 done
kel 5-6 done
kel 5-6 done
kel 5-6 selesai
kel 5-6 done
kel 5-6 done
kel 3-4 
kel 5 - 6 done
keluaran 5-6 done
kel 5-6 
kel 5-6 done
keluaran 5-6 done
kej 5-6 done
kel 3-4
kel 5-6 done
kel 5-6 done
kel 7-8 done
kel 7-8 done
kel 7-8 selesai
kel 7-8 done
kel 8- 9 selesai
kel 3-4 done
kel 5-6 
kel 7-8 done
kej 49-50 done
kel 7-8 done
kel 5-8 done
kej 47-50 done
kel 7-8 done
kel 3-6 done
kel 7-8 done
kel 7-8 done
kel 5-6 done
kel 7-8 
kej 7-8 done
kel 7 - 8 done
kel 7-8 done
kel 7 - 8 done
kel 7-8 done
keluaran 7-8 done
kel 7-8 done
kel 7-8 done
kel 05 - 06 
kel 7-8 done
kel 3-8 done
kel 5-8 done
kel 7-8 done
kel 7-8 done
kel 9-10 done
kel 9-10 done
kel 9-10 
kel 9-10 done
kel 7- 8 selesai 
kel 9- 10 selesai
kej 9-10 done
kel 9-10 done
kel 7-8 done
kel 7-8 
kel 9-10 done
kel 7-8 selesai
kel 9-10 selesai
kel 9-10 done
kel 9-10 done
keluaran 7 - 8 selesai
kel 9-10 done
keluaran 9 - 10 selesai
kel 9-10 done
kel 9-10 done
kel 9-10 done
kel 9-10 done
kel 9-10 done
kel 7-10 done
kej 47- kel 4
kel 9-10 done
kel 5-6 
kel 9 - 10 done
kel 9 - 10 done
kej 9-10 done
kel 7-10 done
kel 9-10 done
kel 9-10 done
kel 7-10 done
kel 9-10 done
kel 9-12 selesai
kel 5-8 selesai
kel 3-4 done
kel 9-10 
kel 1-4 done
kej 3-4 done
kejadian 9-10 done
keluaran 9-10 done
kel 7-8
keluaran 09 - 10 
keluaran 11-12 selesai
kel 11- 12 selesai
keluaran 5-8 done
kel 11-12 done
kel 11-12 done
kel 11-12 
kel 11-12 done
kel 11-12 done
kel 11-12 done
kel 11-12 done
kel 11-12 done
kel 11-12 done
kel 11-12 done
kel 11-12 done
kel 11-12 done
kel 11 - 12 done
kel 5-8 done
kel 11-12 done
kel 11-12 done
keluaran 11 - 12 selesai
kel 11-12 done
kel 9-10
kel 7-8
kel 11-12 done
kel 9-12 done
kel 11-12 done
kel 9-10 
kel 11-12 done
kel 11-12 done
keluaran 11-12 done
keluaran 11 - 12  
kel 11-12 done
kel 11-12
kel 11-12 
kel 11-12 done
kel 13-14 done
kel 11-14 done
kel 9-12 selesai
kel 13-14 done
kel 13-14 done
kel 13-14 done
kel 13-14 done
kej 13-14 
kel 13-14 done
kel 13 - 14 done
kel 13-14 done
kel 13-14 done
kel 13-14 done
kel 13-14 done
kel 13-14 done
kel 9-14 done
kel 13-14 done
keluaran 13 - 14  
kel 13-14 done
kej 13-14 done
kel 13-14 done
kel 13- 14 selesai 
kel 11 - 14 done
kel 13-14 done
kel 11-12 done
kel 13-14 done
kel 7-8 done
kel 13-14 done
kel 13-14 done
keluaran 13-14 done
kel 13-14 
kel 11-12 
keluaran 13 - 14 selesai
keluaran 11-14 done
keluaran 15-16 done
keluaran 15-16 done
kel 15-16 done
kel 15-16 done
kel 15-16 done
kel 15- 16 selesai 
kel 15-16 
keluaran 15-16 done
kel 15-16 done
keluaran 15-16 done
kel 15-16 done
kel 15-16 done
kel 15-16 done
kel 5-10 done
keluaran 15-16 done
kel 15-16 done
keluaran 13-14 selesai
kel 15-16 done
kel 15-16 
kel 15-16 done
keluaran 15 - 16  
keluaran 15-16 done
kej 36- keluaran 7 done
kel 13-16 done
kel 5-6
keluaran 15-16 done
kel 13-14 done
kel 15-16 done
kel 15 - 16 done
kel 15-16 done
keluaran 15 - 16 selesai
kel 5- 16 done
kel 17-18 done
kel 17-18 done
kel 9-12 done
kel 15 - 16 done
kel 17 - 18 done
kel 17-18 done
keluaran 15-16 done
kel 17-18 done
kel 17- 18 selesai
kel 17-18 done
kel 13-14 
kel 17-18 done
kel 17-18 done
kel 15-18 done
kel 17-18 done
kel 17-18 done
kel 7-18 done
bu desy saya sudah sampai kel 18
kel 17-18 done
kel 17-18 done
kel 7-15 done
keluaran 17 - 18  
keluaran 17-18 done
kel 11-12 done
keluaran 17-18 done
keluaran 15-18 done
kel 17-18 done
kel 13- 18 done
kel 15-18 selesai
kel 17-18 done
kel 17-18 done
kel 15-18 done
kel 17-18 
kel 15-18 done
kel 9-12 done
keluaran 19-20 done
kel 19-20 done
kel 19-20 done
kel 19-20 done
kel 13-16 done
kel 19 - 20 done
kel 17-20 done
kel 19-20 done
kel 19-20 done
keluaran 17 - 18 selesai
keluaran 19 - 20 selesai
kel 19-20 done
kel 17-18 done
kel 19-20 done
kel 19-20 done
kel 15-16 done
kel 19-20 done
kel 16-20 done
kel 19-20 done
kel 19-20 done
kel 19-20 done
kel 19-20 done
kel 19-20 done
kel 15-16 
kel 19-20 selesai
kel 19-20 done
keluaran 19 - 20 
kel 19-20 
kel 17 - 20 done
kel 21-22 done
kel 21-22 done
kel 13-14 done
kel 19-20 done
keluaran 17-20 done
kel 21-22 done
keluaran 21-22 done
kel 21-22 done
kel 21-22 done
kel 19- 22 selesai 
kel 21-22 done
kel 19-22 done
kel 21-22 done
kel 21-22 done
kel 17-18 
kej 21-22 
kel 21-22 done
kel 5-16 done
kel 21-22 selesai
kel 21-22 done
keluaran 21-22 done
kel 21-22 done
kel 21 - 22
kel 21-22 done
kel 21-22 done
kel 19-22 done
kel 8-18 done
kel 13-16 done
kel 17-22 done
kel 19-20 done
kel 21-22 done
kel 21-22 done
kel 12-13 done
kel 21 - 22 done
keluaran 21 - 22 selesai
kel 21-22 done
kel 21-22 
kel 17-20 done
kel 19-20 
kel 19-20 done
kel 21-22 done
keluaran 21-22 done
kel 19-24 done
kel 23-24 done
kel 23-24 done
kel 23-24 done
kel 23-24 selesai
kel 23-24 
kel 23-24 done
kel 23-24 done
kel 23-24 done
kel 23-24 done
kel 23-24 done
kel 19-22 done
kel 23-24 done
kel 23-24 done
kel 23-24 done
kel 16-17 done
kel 23-24 done
kel 23-24 selesai
kel 21-22 
kel 23-24 done
kel 22-24 done
kel 23 - 24 done
kel 23 - 24 done
kel 23 - 24 done
kel 18-22 done
kel 21-24 done
kel 23-24 
kel 23-24 done
kel 23-24 done
kel 19-22 selesai
kel 25-26 done
kel 25-26 done
keluaran 17-18 19-20 21-22 23-24 25-26 done
kel 25-26 
kel 25-26 done
kel 25-26 done
kel 25-26 done
kel 23-26 done
kel 25-26 done
kel 25 - 26 done
kel 25-26 done
kel 25-26 done
keluaran 23 - 24 selesai
kel 25-26 done
kel 25-26 
kel 25-26 done
kel 25- 26 selesai
kel 25-26 done
kel 23-24 done
kel 25-26 done
kel 25-26 done
kel 23-24 
kel 25-26 done
kel 25-26 done
kel 25-26 selesai
kel 17-20 done
kel 25-26 done
kel 13-22
kel 23-26 done
kel 25-26 done
kel 23-24 done
kel 27-28 done
kel 27-28 
kel 27-28 done
kel 27-28 done
keluaran 27-28 done
kel 27-28 done
kel 27-28 done
kel 25-26 done
kel 27-28 done
keluaran 27-28 done
kel 23-28
kel 27-28 done
kel 27-28 
kel 27-28 done
kel 11-20 done
kel 23-24 done
kel 27-28 done
kel 25 - 28 done
kel 27-28 done
kel 23-28 done
kel 23-26 selesai
kel 27-28 done
kel 26-27 done
kel 27-28 done
kel 27-28 done
kel 18-19 done
keluaran 25 - 26 selesai
kel 27-28 done
keluaran 27 - 28 selesai
keluaran 27-28 done
kel 27 - 28 done
kel 27-28 done
kel 23-24 done
kel 29-30 done
keluaran 29-30 done
keluaran 29-30 
kel 27-28 selesai
kel 29-30 done
kel 25-26 
